stop,location,stopDescription,stopLat,stopLong,wheelchairAccessible
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_41_124>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 40"^^xsd:string,"40.43832"^^xsd:double,"-3.70412"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_41_125>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 47"^^xsd:string,"40.43825"^^xsd:double,"-3.70434"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_41_126>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 47 A"^^xsd:string,"40.43846"^^xsd:double,"-3.70441"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_43_127>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Legazpi 1"^^xsd:string,"40.39159"^^xsd:double,"-3.69484"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_43_128>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de las Delicias 130"^^xsd:string,"40.39328"^^xsd:double,"-3.69493"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_43_783>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Legazpi 2"^^xsd:string,"40.39139"^^xsd:double,"-3.69454"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_43_784>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Legazpi 1"^^xsd:string,"40.39147"^^xsd:double,"-3.69463"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_44_129>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de las Delicias 78"^^xsd:string,"40.39861"^^xsd:double,"-3.69433"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_44_130>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de las Delicias 60"^^xsd:string,"40.39978"^^xsd:double,"-3.6942"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_44_785>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de las Delicias 61 A"^^xsd:string,"40.40024"^^xsd:double,"-3.6939"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_44_786>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de las Delicias 58"^^xsd:string,"40.40002"^^xsd:double,"-3.69414"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_45_131>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Palos de la Frontera 42 A"^^xsd:string,"40.40293"^^xsd:double,"-3.69396"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_45_787>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Palos de la Frontera 29"^^xsd:string,"40.40316"^^xsd:double,"-3.6944"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_45_788>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Palos de la Frontera 33"^^xsd:string,"40.40314"^^xsd:double,"-3.69414"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_46_136>,<http://transport.linkeddata.es/resource/LocationType/2>,"Gta de Embajadores 5"^^xsd:string,"40.40459"^^xsd:double,"-3.70251"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_46_137>,<http://transport.linkeddata.es/resource/LocationType/2>,"Gta de Embajadores 3"^^xsd:string,"40.40508"^^xsd:double,"-3.70181"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_46_789>,<http://transport.linkeddata.es/resource/LocationType/2>,"Gta de Embajadores 7"^^xsd:string,"40.40467"^^xsd:double,"-3.7029"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_47_790>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Argumosa 3"^^xsd:string,"40.4084"^^xsd:double,"-3.70037"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_47_791>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Argumosa 1"^^xsd:string,"40.40845"^^xsd:double,"-3.70074"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_49_139>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Carmen 28"^^xsd:string,"40.41971"^^xsd:double,"-3.70549"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_49_140>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza del Callao 1"^^xsd:string,"40.42002"^^xsd:double,"-3.70581"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_49_141>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Gran Vía 39"^^xsd:string,"40.42014"^^xsd:double,"-3.70524"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_49_142>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Gran Vía 46"^^xsd:string,"40.42049"^^xsd:double,"-3.70607"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_49_792>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Jacometrezo 1"^^xsd:string,"40.42009"^^xsd:double,"-3.70613"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_49_793>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Jacometrezo 1"^^xsd:string,"40.4201"^^xsd:double,"-3.70614"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_49_794>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza del Callao 1"^^xsd:string,"40.42013"^^xsd:double,"-3.7058"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_4_10>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 170"^^xsd:string,"40.45367"^^xsd:double,"-3.70283"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_4_11>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 194"^^xsd:string,"40.45525"^^xsd:double,"-3.70248"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_4_12>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 205"^^xsd:string,"40.45533"^^xsd:double,"-3.70274"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_4_9>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 183"^^xsd:string,"40.45363"^^xsd:double,"-3.70309"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_50_143>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Gran Vía 73"^^xsd:string,"40.42319"^^xsd:double,"-3.71097"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_50_144>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Gran Vía 80"^^xsd:string,"40.42331"^^xsd:double,"-3.71051"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_50_145>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de España 18"^^xsd:string,"40.42415"^^xsd:double,"-3.71196"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_50_146>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de los Reyes 1"^^xsd:string,"40.42364"^^xsd:double,"-3.71067"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_50_147>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Princesa 2"^^xsd:string,"40.42367"^^xsd:double,"-3.71094"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_50_148>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza del Conde de Toreno 1"^^xsd:string,"40.42435"^^xsd:double,"-3.70925"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_50_149>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza del Conde de Toreno 1"^^xsd:string,"40.42435"^^xsd:double,"-3.70924"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_50_795>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de España 18"^^xsd:string,"40.42414"^^xsd:double,"-3.71182"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_51_150>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Princesa 23"^^xsd:string,"40.42697"^^xsd:double,"-3.71375"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_51_618>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Princesa 22"^^xsd:string,"40.42718"^^xsd:double,"-3.71358"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_51_796>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Princesa 22"^^xsd:string,"40.42696"^^xsd:double,"-3.71342"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_52_151>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Princesa 56"^^xsd:string,"40.43027"^^xsd:double,"-3.71578"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_52_152>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Alberto Aguilera 70"^^xsd:string,"40.43068"^^xsd:double,"-3.71559"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_52_153>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Princesa 65"^^xsd:string,"40.43138"^^xsd:double,"-3.71692"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_52_154>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Alberto Aguilera 62"^^xsd:string,"40.43056"^^xsd:double,"-3.71435"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_52_797>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Alberto Aguilera 70"^^xsd:string,"40.43068"^^xsd:double,"-3.71556"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_53_155>,<http://transport.linkeddata.es/resource/LocationType/2>,"Paseo de Moret 1"^^xsd:string,"40.43473"^^xsd:double,"-3.71961"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_53_156>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Princesa 96"^^xsd:string,"40.43469"^^xsd:double,"-3.71897"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_53_157>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Princesa 89"^^xsd:string,"40.4347"^^xsd:double,"-3.71949"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_53_579>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de la Moncloa 1"^^xsd:string,"40.4351"^^xsd:double,"-3.71924"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_53_798>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Arcipreste de Hita 1"^^xsd:string,"40.43364"^^xsd:double,"-3.71782"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_53_807>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de la Princesa 87"^^xsd:string,"40.43381"^^xsd:double,"-3.71893"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_57_160>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Santa Bárbara 5"^^xsd:string,"40.42744"^^xsd:double,"-3.69593"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_57_161>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Génova 2"^^xsd:string,"40.42738"^^xsd:double,"-3.69544"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_57_162>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de Alonso Martínez 4"^^xsd:string,"40.42803"^^xsd:double,"-3.6956"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_57_163>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Sagasta 30"^^xsd:string,"40.42784"^^xsd:double,"-3.69707"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_58_164>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Génova 29"^^xsd:string,"40.42573"^^xsd:double,"-3.69167"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_58_165>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Génova 28"^^xsd:string,"40.4254"^^xsd:double,"-3.69167"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_59_167>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Goya 15"^^xsd:string,"40.42548"^^xsd:double,"-3.68761"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_59_168>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Goya 4"^^xsd:string,"40.42528"^^xsd:double,"-3.6876"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_59_169>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Goya 23"^^xsd:string,"40.4254"^^xsd:double,"-3.68608"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_59_170>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Goya 10"^^xsd:string,"40.42521"^^xsd:double,"-3.68608"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_5_13>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 135"^^xsd:string,"40.45026"^^xsd:double,"-3.70361"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_5_14>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 136"^^xsd:string,"40.45017"^^xsd:double,"-3.70337"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_60_171>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Goya 41"^^xsd:string,"40.42525"^^xsd:double,"-3.68331"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_60_172>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Goya 20"^^xsd:string,"40.42507"^^xsd:double,"-3.68345"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_60_173>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Goya 53"^^xsd:string,"40.42519"^^xsd:double,"-3.68182"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_60_174>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Goya 32"^^xsd:string,"40.42499"^^xsd:double,"-3.68182"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_62_175>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Conde de Peñalver 49"^^xsd:string,"40.42971"^^xsd:double,"-3.67542"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_62_176>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle del Conde de Peñalver 39"^^xsd:string,"40.42856"^^xsd:double,"-3.67554"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_63_177>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Diego de León 69"^^xsd:string,"40.43463"^^xsd:double,"-3.67509"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_63_178>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Francisco Silvela 63"^^xsd:string,"40.43481"^^xsd:double,"-3.67501"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_63_179>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Francisco Silvela 56"^^xsd:string,"40.435"^^xsd:double,"-3.67452"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_63_180>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle  Francisco Silvela 54"^^xsd:string,"40.43405"^^xsd:double,"-3.6748"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_63_234>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Juan Bravo 52"^^xsd:string,"40.43241"^^xsd:double,"-3.6749"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_63_235>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Juan Bravo 69"^^xsd:string,"40.43235"^^xsd:double,"-3.67363"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_63_236>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Francisco Silvela 34"^^xsd:string,"40.43261"^^xsd:double,"-3.67237"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_63_237>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Francisco Silvela 40"^^xsd:string,"40.43319"^^xsd:double,"-3.67284"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_63_238>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Francisco Silvela 47"^^xsd:string,"40.4332"^^xsd:double,"-3.67332"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_64_181>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de América 3"^^xsd:string,"40.43781"^^xsd:double,"-3.6772"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_64_182>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de América 4"^^xsd:string,"40.43766"^^xsd:double,"-3.67664"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_64_184>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de América 3"^^xsd:string,"40.43778"^^xsd:double,"-3.67705"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_64_185>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Pedro de Valdivia 31"^^xsd:string,"40.43876"^^xsd:double,"-3.6794"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_65_186>,<http://transport.linkeddata.es/resource/LocationType/2>,"Plaza de la Prosperidad 3"^^xsd:string,"40.44428"^^xsd:double,"-3.67474"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_66_187>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Clara del Rey 83"^^xsd:string,"40.44822"^^xsd:double,"-3.66786"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_67_188>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ramón y Cajal 80"^^xsd:string,"40.45325"^^xsd:double,"-3.66197"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_67_189>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Ramón y Cajal 78"^^xsd:string,"40.45264"^^xsd:double,"-3.66372"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_67_190>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de Ramón y Cajal 101"^^xsd:string,"40.45348"^^xsd:double,"-3.66239"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_68_191>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ulises 1"^^xsd:string,"40.45604"^^xsd:double,"-3.65617"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_68_192>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Arturo Soria 172"^^xsd:string,"40.45565"^^xsd:double,"-3.65603"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_68_193>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de José Silva 1 A"^^xsd:string,"40.4556"^^xsd:double,"-3.65674"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_68_194>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Ulises 11"^^xsd:string,"40.45687"^^xsd:double,"-3.65457"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_69_195>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Andorra 51"^^xsd:string,"40.45957"^^xsd:double,"-3.64586"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_6_15>,<http://transport.linkeddata.es/resource/LocationType/2>,"Gta de Cuatro Caminos 1"^^xsd:string,"40.44671"^^xsd:double,"-3.70428"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_6_16>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Santa Engracia 168"^^xsd:string,"40.44652"^^xsd:double,"-3.70362"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_6_17>,<http://transport.linkeddata.es/resource/LocationType/2>,"Avda de la Reina Victoria 3"^^xsd:string,"40.44689"^^xsd:double,"-3.70456"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
<http://transport.linkeddata.es/madrid/metro/stops/acc_4_6_18>,<http://transport.linkeddata.es/resource/LocationType/2>,"Calle de Bravo Murillo 101"^^xsd:string,"40.44737"^^xsd:double,"-3.70406"^^xsd:double,<http://transport.linkeddata.es/resource/WheelchairBoardingStatus/0>
